,HINDEX_L1,Hour,CATEGORY
27420,6.0,13,cigarette butt
27421,6.0,13,unknown
27422,6.0,13,unknown
27423,6.0,22,lightning
27424,6.0,15,unknown
27425,6.0,13,unknown
27426,6.0,19,arson
27427,6.0,14,others
27428,6.0,13,others
27429,6.0,17,"setting fires in nature and in landfills, burning grasses"
27430,6.0,16,others
27431,6.0,13,unknown
27432,3.0,8,unknown
27433,5.0,9,unknown
27434,6.0,15,unknown
27435,6.0,15,cigarette butt
27436,6.0,14,unknown
27437,6.0,14,others
27438,5.0,14,unknown
27439,5.0,14,lightning
27440,5.0,12,others
27441,6.0,15,cigarette butt
27442,6.0,14,unknown
27443,6.0,18,unknown
27444,5.0,16,unknown
27445,3.0,10,others
27446,6.0,15,unknown
27447,3.0,11,unknown
27448,6.0,17,others
27449,6.0,15,others
27450,6.0,22,cigarette butt
27451,6.0,14,unknown
27452,6.0,15,others
27453,6.0,18,others
27454,5.0,15,"setting fires in nature and in landfills, burning grasses"
27455,6.0,19,unknown
27456,6.0,16,others
27457,6.0,13,cigarette butt
27458,6.0,13,cigarette butt
27459,5.0,19,unknown
27460,6.0,15,match or lighter
27461,6.0,17,unknown
27462,6.0,12,unknown
27463,6.0,20,"setting fires in nature and in landfills, burning grasses"
27464,3.0,7,others
27465,6.0,19,"setting fires in nature and in landfills, burning grasses"
27466,6.0,21,others
27467,2.0,9,"setting fires in nature and in landfills, burning grasses"
27468,6.0,22,unknown
27469,6.0,19,"setting fires in nature and in landfills, burning grasses"
27470,6.0,12,unknown
27471,6.0,21,cigarette butt
27472,5.0,13,unknown
27473,5.0,14,unknown
27474,6.0,14,others
27475,6.0,18,unknown
27476,6.0,21,arson
27477,6.0,15,"setting fires in nature and in landfills, burning grasses"
27478,5.0,22,others
27479,6.0,12,unknown
27480,6.0,15,cigarette butt
27481,6.0,19,unknown
27482,3.0,18,unknown
27483,4.0,11,cigarette butt
27484,6.0,13,others
27485,3.0,10,others
27486,5.0,20,match or lighter
27487,5.0,20,unknown
27488,5.0,19,others
27489,4.0,10,others
27490,5.0,18,others
27491,6.0,13,unknown
27492,6.0,13,unknown
27493,6.0,16,cigarette butt
27494,4.0,9,match or lighter
27495,6.0,16,match or lighter
27496,6.0,17,cigarette butt
27497,3.0,0,match or lighter
27498,6.0,13,others
27499,6.0,14,cigarette butt
27500,5.0,15,cigarette butt
27501,5.0,13,unknown
27502,6.0,16,cigarette butt
27503,5.0,13,unknown
27504,3.0,6,unknown
27505,3.0,11,unknown
27506,4.0,11,cigarette butt
27507,5.0,18,cigarette butt
27508,6.0,12,cigarette butt
27509,6.0,20,unknown
27510,4.0,20,cigarette butt
27511,6.0,13,cigarette butt
27512,5.0,12,"setting fires in nature and in landfills, burning grasses"
27513,6.0,18,others
27514,5.0,15,unknown
27515,6.0,18,cigarette butt
27516,4.0,0,cigarette butt
27517,6.0,13,unknown
27518,6.0,14,cigarette butt
27519,6.0,12,unknown
27520,6.0,15,unknown
27521,5.0,17,unknown
27522,2.0,2,match or lighter
27523,5.0,4,match or lighter
27524,6.0,17,unknown
27525,3.0,7,cigarette butt
27526,6.0,15,cigarette butt
27527,6.0,13,unknown
27528,6.0,16,match or lighter
27529,5.0,21,unknown
27530,4.0,2,unknown
27531,6.0,12,cigarette butt
27532,6.0,14,unknown
27533,3.0,11,cigarette butt
27534,5.0,8,cigarette butt
27535,5.0,10,cigarette butt
27536,3.0,10,unknown
27537,6.0,13,unknown
27538,6.0,15,cigarette butt
27539,4.0,3,"setting fires in nature and in landfills, burning grasses"
27540,3.0,13,others
27541,6.0,17,unknown
27542,6.0,15,"setting fires in nature and in landfills, burning grasses"
27543,4.0,18,unknown
27544,6.0,18,unknown
27545,6.0,15,cigarette butt
27546,6.0,21,arson
27547,5.0,20,lightning
27548,6.0,16,unknown
27549,6.0,21,unknown
27550,6.0,19,unknown
27551,6.0,14,"setting fires in nature and in landfills, burning grasses"
27552,3.0,11,"setting fires in nature and in landfills, burning grasses"
27553,6.0,13,unknown
27554,6.0,17,unknown
27555,2.0,16,arson
27556,6.0,17,cigarette butt
27557,5.0,20,unknown
27558,4.0,17,unknown
27559,3.0,7,"setting fires in nature and in landfills, burning grasses"
27560,6.0,12,unknown
27561,3.0,11,unknown
27562,6.0,12,arson
27563,3.0,4,unknown
27564,6.0,17,unknown
27565,6.0,15,unknown
27566,4.0,1,unknown
27567,4.0,6,unknown
27568,2.0,7,"setting fires in nature and in landfills, burning grasses"
27569,6.0,22,arson
27570,6.0,19,unknown
27571,5.0,0,unknown
27572,3.0,11,unknown
27573,6.0,15,unknown
27574,2.0,10,"setting fires in nature and in landfills, burning grasses"
27575,6.0,17,unknown
27576,6.0,19,cigarette butt
27577,5.0,22,unknown
27578,2.0,6,unknown
27579,5.0,19,unknown
27580,6.0,14,unknown
27581,4.0,0,cigarette butt
27582,5.0,19,"setting fires in nature and in landfills, burning grasses"
27583,5.0,18,unknown
27584,4.0,19,unknown
27585,6.0,21,unknown
27586,4.0,11,unknown
27587,5.0,21,"setting fires in nature and in landfills, burning grasses"
27588,5.0,20,arson
27589,4.0,10,unknown
27590,5.0,11,"setting fires in nature and in landfills, burning grasses"
27591,6.0,4,unknown
27592,2.0,7,unknown
27593,6.0,14,cigarette butt
27594,4.0,0,cigarette butt
27595,5.0,19,arson
27596,4.0,19,arson
27597,6.0,12,unknown
27598,2.0,7,unknown
27599,5.0,2,cigarette butt
27600,6.0,19,arson
27601,6.0,16,unknown
27602,6.0,16,unknown
27603,6.0,16,unknown
27604,3.0,9,unknown
27605,5.0,9,"setting fires in nature and in landfills, burning grasses"
27606,2.0,10,cigarette butt
27607,6.0,14,unknown
27608,6.0,12,unknown
27609,6.0,15,unknown
27610,6.0,22,unknown
27611,4.0,10,cigarette butt
27612,6.0,15,others
27613,6.0,13,"setting fires in nature and in landfills, burning grasses"
27614,6.0,0,unknown
27615,5.0,19,"setting fires in nature and in landfills, burning grasses"
27616,4.0,2,unknown
27617,5.0,13,unknown
27618,5.0,21,"setting fires in nature and in landfills, burning grasses"
27619,6.0,17,unknown
27620,6.0,18,"setting fires in nature and in landfills, burning grasses"
27621,6.0,20,unknown
27622,6.0,13,cigarette butt
27623,5.0,7,"setting fires in nature and in landfills, burning grasses"
27624,6.0,18,unknown
27625,6.0,16,unknown
27626,4.0,11,"setting fires in nature and in landfills, burning grasses"
27627,6.0,13,unknown
27628,6.0,23,"setting fires in nature and in landfills, burning grasses"
27629,3.0,15,unknown
27630,2.0,6,unknown
27631,3.0,14,arson
27632,3.0,6,unknown
27633,5.0,3,unknown
27634,6.0,22,unknown
27635,6.0,13,unknown
27636,6.0,21,unknown
27637,3.0,8,unknown
27638,6.0,20,unknown
27639,3.0,19,unknown
27640,6.0,13,match or lighter
27641,6.0,17,unknown
27642,6.0,18,unknown
27643,6.0,14,cigarette butt
27644,6.0,12,unknown
27645,2.0,11,others
27646,2.0,10,match or lighter
27647,2.0,21,unknown
27648,6.0,16,unknown
27649,4.0,19,unknown
27650,5.0,20,match or lighter
27651,6.0,12,cigarette butt
27652,4.0,21,match or lighter
27653,6.0,14,unknown
27654,6.0,16,unknown
27655,4.0,2,match or lighter
27656,3.0,16,unknown
27657,4.0,15,unknown
27658,4.0,1,match or lighter
27659,6.0,21,unknown
27660,5.0,20,unknown
27661,4.0,6,unknown
27662,5.0,12,unknown
27663,3.0,4,match or lighter
27664,3.0,1,unknown
27665,6.0,15,others
27666,6.0,19,others
27667,6.0,12,unknown
27668,6.0,19,unknown
27669,5.0,17,unknown
27670,6.0,16,unknown
27671,4.0,7,unknown
27672,5.0,2,match or lighter
27673,6.0,14,unknown
27674,5.0,23,unknown
27675,5.0,22,unknown
27676,6.0,21,unknown
27677,6.0,19,unknown
27678,6.0,17,unknown
27679,4.0,7,match or lighter
27680,6.0,16,cigarette butt
27681,6.0,16,unknown
27682,6.0,16,unknown
27683,6.0,12,unknown
27684,6.0,14,cigarette butt
27685,6.0,22,unknown
27686,6.0,23,unknown
27687,6.0,15,unknown
27688,6.0,14,unknown
27689,6.0,17,match or lighter
27690,6.0,23,unknown
27691,4.0,18,unknown
27692,6.0,16,unknown
27693,6.0,14,unknown
27694,6.0,14,unknown
27695,6.0,17,"setting fires in nature and in landfills, burning grasses"
27696,6.0,17,others
27697,5.0,13,"setting fires in nature and in landfills, burning grasses"
27698,5.0,17,unknown
27699,6.0,16,unknown
27700,6.0,13,unknown
27701,3.0,0,arson
27702,6.0,15,unknown
27703,5.0,16,unknown
27704,6.0,16,unknown
27705,6.0,19,unknown
27706,4.0,11,"setting fires in nature and in landfills, burning grasses"
27707,6.0,12,unknown
27708,6.0,21,unknown
27709,3.0,20,"setting fires in nature and in landfills, burning grasses"
27710,4.0,10,unknown
27711,6.0,20,unknown
27712,6.0,13,unknown
27713,3.0,23,unknown
27714,6.0,12,unknown
27715,4.0,19,cigarette butt
27716,6.0,17,unknown
27717,3.0,11,unknown
27718,6.0,12,unknown
27719,3.0,11,unknown
27720,6.0,18,unknown
27721,4.0,7,unknown
27722,4.0,11,"setting fires in nature and in landfills, burning grasses"
27723,5.0,20,unknown
27724,6.0,17,unknown
27725,6.0,13,unknown
27726,5.0,19,unknown
27727,6.0,17,unknown
27728,4.0,0,"setting fires in nature and in landfills, burning grasses"
27729,5.0,19,unknown
27730,5.0,18,unknown
27731,5.0,20,unknown
27732,5.0,16,unknown
27733,4.0,20,"setting fires in nature and in landfills, burning grasses"
27734,4.0,0,unknown
27735,6.0,17,"setting fires in nature and in landfills, burning grasses"
27736,6.0,22,unknown
27737,3.0,7,unknown
27738,6.0,20,cigarette butt
27739,3.0,7,unknown
27740,5.0,15,unknown
27741,5.0,21,unknown
27742,3.0,11,unknown
27743,5.0,14,others
27744,6.0,22,arson
27745,6.0,14,unknown
27746,2.0,13,cigarette butt
27747,4.0,10,"setting fires in nature and in landfills, burning grasses"
27748,6.0,14,cigarette butt
27749,6.0,14,cigarette butt
27750,3.0,5,arson
27751,5.0,21,unknown
27752,6.0,16,"setting fires in nature and in landfills, burning grasses"
27753,6.0,15,unknown
27754,5.0,22,unknown
27755,5.0,21,unknown
27756,5.0,17,unknown
27757,4.0,1,arson
27758,6.0,18,"setting fires in nature and in landfills, burning grasses"
27759,5.0,17,arson
27760,3.0,9,unknown
27761,6.0,17,unknown
27762,6.0,18,"setting fires in nature and in landfills, burning grasses"
27763,3.0,11,unknown
27764,5.0,12,unknown
27765,5.0,21,unknown
27766,4.0,10,unknown
27767,3.0,10,"setting fires in nature and in landfills, burning grasses"
27768,5.0,13,"setting fires in nature and in landfills, burning grasses"
27769,6.0,16,unknown
27770,4.0,11,unknown
27771,5.0,19,unknown
27772,4.0,19,unknown
27773,4.0,9,unknown
27774,5.0,18,cigarette butt
27775,6.0,16,unknown
27776,6.0,16,unknown
27777,6.0,13,"setting fires in nature and in landfills, burning grasses"
27778,3.0,9,unknown
27779,6.0,22,unknown
27780,6.0,22,unknown
27781,6.0,20,unknown
27782,6.0,18,unknown
27783,6.0,16,unknown
27784,6.0,16,"setting fires in nature and in landfills, burning grasses"
27785,6.0,15,unknown
27786,6.0,23,unknown
27787,6.0,18,cigarette butt
27788,6.0,14,cigarette butt
27789,2.0,10,"setting fires in nature and in landfills, burning grasses"
27790,2.0,2,arson
27791,2.0,1,cigarette butt
27792,6.0,16,unknown
27793,6.0,18,cigarette butt
27794,6.0,17,unknown
27795,6.0,17,unknown
27796,6.0,17,unknown
27797,6.0,13,unknown
27798,6.0,23,unknown
27799,6.0,21,"setting fires in nature and in landfills, burning grasses"
27800,6.0,21,"setting fires in nature and in landfills, burning grasses"
27801,5.0,2,cigarette butt
27802,4.0,9,others
27803,6.0,22,unknown
27804,5.0,16,"setting fires in nature and in landfills, burning grasses"
27805,5.0,15,"setting fires in nature and in landfills, burning grasses"
27806,5.0,10,unknown
27807,5.0,6,unknown
27808,6.0,20,arson
27809,6.0,15,unknown
27810,6.0,14,cigarette butt
27811,6.0,13,cigarette butt
27812,5.0,6,arson
27813,6.0,23,unknown
27814,6.0,18,unknown
27815,5.0,13,unknown
27816,6.0,14,others
27817,5.0,17,"setting fires in nature and in landfills, burning grasses"
27818,5.0,16,"setting fires in nature and in landfills, burning grasses"
27819,6.0,5,"setting fires in nature and in landfills, burning grasses"
27820,6.0,12,unknown
27821,6.0,21,unknown
27822,6.0,16,unknown
27823,5.0,9,unknown
27824,4.0,5,cigarette butt
27825,6.0,13,unknown
27826,3.0,20,unknown
27827,5.0,9,unknown
27828,5.0,11,unknown
27829,6.0,16,unknown
27830,6.0,16,unknown
27831,3.0,11,unknown
27832,6.0,20,unknown
27833,6.0,17,unknown
27834,3.0,11,unknown
27835,6.0,16,others
27836,4.0,3,unknown
27837,4.0,9,unknown
27838,4.0,4,unknown
27839,4.0,19,unknown
27840,6.0,15,unknown
27841,6.0,14,unknown
27842,6.0,22,others
27843,6.0,20,unknown
27844,6.0,18,unknown
27845,6.0,15,unknown
27846,4.0,11,cigarette butt
27847,4.0,10,match or lighter
27848,6.0,15,unknown
27849,6.0,16,unknown
27850,5.0,14,unknown
27851,6.0,15,match or lighter
27852,4.0,10,match or lighter
27853,4.0,11,unknown
27854,5.0,19,unknown
27855,5.0,18,unknown
27856,6.0,19,unknown
27857,6.0,15,unknown
27858,6.0,13,unknown
27859,6.0,17,unknown
27860,6.0,13,others
27861,5.0,0,unknown
27862,5.0,10,unknown
27863,6.0,17,cigarette butt
27864,4.0,11,cigarette butt
27865,6.0,19,unknown
27866,6.0,14,unknown
27867,5.0,17,match or lighter
27868,5.0,23,unknown
27869,6.0,16,unknown
27870,6.0,17,unknown
27871,4.0,23,unknown
27872,6.0,14,unknown
27873,5.0,14,unknown
27874,6.0,14,unknown
27875,5.0,11,unknown
27876,6.0,12,unknown
27877,5.0,4,cigarette butt
27878,5.0,2,unknown
27879,3.0,11,unknown
27880,6.0,15,unknown
27881,6.0,18,unknown
27882,5.0,5,unknown
27883,6.0,16,unknown
27884,6.0,14,unknown
27885,6.0,1,unknown
27886,5.0,14,unknown
27887,4.0,18,unknown
27888,5.0,20,unknown
27889,2.0,11,unknown
27890,5.0,13,cigarette butt
27891,6.0,13,others
27892,6.0,17,cigarette butt
27893,6.0,12,others
27894,6.0,13,arson
27895,6.0,12,"setting fires in nature and in landfills, burning grasses"
27896,4.0,9,arson
27897,3.0,11,unknown
27898,6.0,15,unknown
27899,6.0,13,unknown
27900,4.0,21,"setting fires in nature and in landfills, burning grasses"
27901,4.0,1,"setting fires in nature and in landfills, burning grasses"
27902,3.0,20,"setting fires in nature and in landfills, burning grasses"
27903,6.0,14,cigarette butt
27904,5.0,19,cigarette butt
27905,6.0,16,unknown
27906,5.0,9,unknown
27907,5.0,17,unknown
27908,5.0,17,others
27909,6.0,13,unknown
27910,6.0,15,unknown
27911,6.0,17,unknown
27912,6.0,21,unknown
27913,6.0,17,unknown
27914,6.0,21,unknown
27915,6.0,19,unknown
27916,3.0,14,unknown
27917,2.0,21,unknown
27918,6.0,17,unknown
27919,6.0,21,unknown
27920,4.0,8,unknown
27921,3.0,10,unknown
27922,6.0,15,unknown
27923,6.0,16,unknown
27924,5.0,10,others
27925,5.0,14,unknown
27926,5.0,17,unknown
27927,6.0,15,unknown
27928,6.0,16,unknown
27929,5.0,1,unknown
27930,6.0,15,unknown
27931,5.0,17,unknown
27932,6.0,21,arson
27933,4.0,8,unknown
27934,3.0,11,unknown
27935,5.0,12,unknown
27936,6.0,20,"setting fires in nature and in landfills, burning grasses"
27937,3.0,21,unknown
27938,6.0,17,unknown
27939,6.0,19,others
27940,6.0,14,unknown
27941,6.0,14,cigarette butt
27942,6.0,13,others
27943,6.0,1,unknown
27944,6.0,13,unknown
27945,6.0,22,unknown
27946,6.0,21,unknown
27947,6.0,13,cigarette butt
27948,5.0,11,cigarette butt
27949,4.0,20,unknown
27950,6.0,17,others
27951,6.0,16,unknown
27952,6.0,3,arson
27953,6.0,16,unknown
27954,5.0,10,unknown
27955,6.0,14,unknown
27956,3.0,7,unknown
27957,6.0,13,unknown
27958,6.0,12,others
27959,6.0,15,unknown
27960,5.0,15,unknown
27961,6.0,17,cigarette butt
27962,6.0,22,match or lighter
27963,6.0,23,match or lighter
27964,4.0,9,others
27965,6.0,21,unknown
27966,6.0,21,unknown
27967,5.0,13,unknown
27968,6.0,21,unknown
27969,6.0,22,others
27970,5.0,21,match or lighter
27971,3.0,10,unknown
27972,4.0,10,unknown
27973,4.0,19,unknown
27974,6.0,22,match or lighter
27975,5.0,6,unknown
27976,6.0,22,match or lighter
27977,6.0,13,match or lighter
27978,3.0,11,cigarette butt
27979,5.0,15,cigarette butt
27980,3.0,8,others
27981,3.0,10,match or lighter
27982,5.0,18,cigarette butt
27983,6.0,14,unknown
27984,6.0,16,others
27985,6.0,22,cigarette butt
27986,3.0,8,unknown
27987,6.0,18,unknown
27988,4.0,0,cigarette butt
27989,6.0,20,others
27990,4.0,0,unknown
27991,4.0,8,unknown
27992,5.0,21,unknown
27993,6.0,17,cigarette butt
27994,3.0,10,cigarette butt
27995,6.0,12,unknown
27996,5.0,14,cigarette butt
27997,3.0,21,unknown
27998,6.0,14,unknown
27999,6.0,13,unknown
28000,3.0,7,unknown
28001,4.0,11,others
28002,6.0,21,unknown
28003,4.0,6,unknown
28004,5.0,15,unknown
28005,3.0,9,unknown
28006,5.0,13,unknown
28007,5.0,13,others
28008,5.0,14,"setting fires in nature and in landfills, burning grasses"
28009,6.0,17,unknown
28010,6.0,14,unknown
28011,3.0,9,others
28012,2.0,7,unknown
28013,4.0,10,match or lighter
28014,6.0,15,others
28015,5.0,17,match or lighter
28016,3.0,8,unknown
28017,6.0,15,cigarette butt
28018,3.0,8,others
28019,6.0,14,cigarette butt
28020,6.0,12,cigarette butt
28021,6.0,17,cigarette butt
28022,5.0,15,unknown
28023,5.0,15,unknown
28024,5.0,13,cigarette butt
28025,6.0,14,unknown
28026,6.0,14,unknown
28027,6.0,13,cigarette butt
28028,6.0,21,unknown
28029,6.0,14,unknown
28030,6.0,12,cigarette butt
28031,6.0,16,cigarette butt
28032,6.0,13,cigarette butt
28033,5.0,14,unknown
28034,6.0,15,unknown
28035,6.0,13,others
28036,6.0,17,unknown
28037,6.0,23,unknown
28038,5.0,19,unknown
28039,6.0,15,unknown
28040,6.0,18,cigarette butt
28041,5.0,18,cigarette butt
28042,5.0,19,unknown
28043,5.0,17,unknown
28044,6.0,20,unknown
28045,6.0,21,unknown
28046,3.0,19,cigarette butt
28047,6.0,17,unknown
28048,6.0,14,arson
28049,6.0,20,unknown
28050,6.0,13,unknown
28051,6.0,20,others
28052,6.0,17,unknown
28053,6.0,15,unknown
28054,6.0,15,unknown
28055,6.0,21,unknown
28056,6.0,12,unknown
28057,5.0,22,others
28058,5.0,22,unknown
28059,4.0,11,unknown
28060,4.0,15,unknown
28061,4.0,21,unknown
28062,5.0,10,unknown
28063,6.0,4,unknown
28064,6.0,21,unknown
28065,6.0,16,unknown
28066,6.0,16,others
28067,6.0,17,unknown
28068,5.0,17,others
28069,6.0,21,unknown
28070,5.0,21,unknown
28071,3.0,6,match or lighter
28072,4.0,10,others
28073,4.0,14,unknown
28074,6.0,16,cigarette butt
28075,5.0,18,cigarette butt
28076,6.0,21,unknown
28077,5.0,15,unknown
28078,6.0,14,others
28079,6.0,17,unknown
28080,6.0,14,others
28081,5.0,23,unknown
28082,6.0,12,cigarette butt
28083,4.0,0,others
28084,3.0,11,unknown
28085,6.0,19,"setting fires in nature and in landfills, burning grasses"
28086,4.0,8,unknown
28087,5.0,5,unknown
28088,6.0,17,unknown
28089,6.0,13,unknown
28090,6.0,19,unknown
28091,6.0,21,cigarette butt
28092,6.0,13,others
28093,6.0,13,unknown
28094,6.0,16,cigarette butt
28095,6.0,14,unknown
28096,4.0,11,others
28097,6.0,18,unknown
28098,5.0,14,unknown
28099,5.0,10,others
28100,6.0,14,unknown
28101,5.0,8,cigarette butt
28102,6.0,13,cigarette butt
28103,6.0,15,cigarette butt
28104,5.0,15,cigarette butt
28105,6.0,13,others
28106,4.0,0,unknown
28107,6.0,12,unknown
28108,5.0,12,others
28109,6.0,16,unknown
28110,6.0,12,unknown
28111,6.0,15,others
28112,6.0,17,others
28113,6.0,19,unknown
28114,6.0,16,others
28115,6.0,16,cigarette butt
28116,5.0,15,cigarette butt
28117,4.0,7,unknown
28118,6.0,13,cigarette butt
28119,3.0,10,cigarette butt
28120,6.0,14,cigarette butt
28121,6.0,21,cigarette butt
28122,4.0,11,others
28123,6.0,14,unknown
28124,6.0,13,match or lighter
28125,6.0,15,others
28126,4.0,0,others
28127,5.0,13,others
28128,5.0,12,others
28129,5.0,13,unknown
28130,6.0,13,unknown
28131,6.0,14,others
28132,5.0,22,lightning
28133,6.0,17,cigarette butt
28134,6.0,16,unknown
28135,5.0,14,others
28136,5.0,16,others
28137,5.0,15,cigarette butt
28138,6.0,13,others
28139,6.0,16,unknown
28140,6.0,14,cigarette butt
28141,6.0,17,others
28142,3.0,11,cigarette butt
28143,4.0,9,unknown
28144,3.0,10,others
28145,4.0,9,unknown
28146,4.0,9,unknown
28147,4.0,17,match or lighter
28148,5.0,16,unknown
28149,5.0,17,unknown
28150,5.0,14,others
28151,6.0,16,others
28152,5.0,17,arson
28153,6.0,18,unknown
28154,6.0,13,unknown
28155,6.0,17,"setting fires in nature and in landfills, burning grasses"
28156,6.0,16,arson
28157,5.0,7,others
28158,2.0,5,cigarette butt
28159,6.0,13,unknown
28160,5.0,10,unknown
28161,5.0,10,unknown
28162,5.0,19,unknown
28163,5.0,13,unknown
28164,5.0,10,unknown
28165,6.0,16,unknown
28166,6.0,22,others
28167,3.0,8,unknown
28168,6.0,14,others
28169,5.0,11,match or lighter
28170,5.0,10,unknown
28171,6.0,18,unknown
28172,6.0,18,unknown
28173,6.0,13,others
28174,3.0,6,unknown
28175,3.0,6,lightning
28176,6.0,12,unknown
28177,5.0,14,cigarette butt
28178,6.0,18,cigarette butt
28179,6.0,19,arson
28180,6.0,13,cigarette butt
28181,6.0,13,others
28182,6.0,14,unknown
28183,6.0,13,unknown
28184,4.0,6,others
28185,6.0,15,unknown
28186,6.0,16,others
28187,4.0,10,match or lighter
28188,6.0,13,unknown
28189,6.0,18,unknown
28190,6.0,17,"setting fires in nature and in landfills, burning grasses"
28191,6.0,13,others
28192,6.0,12,unknown
28193,3.0,10,unknown
28194,3.0,8,"setting fires in nature and in landfills, burning grasses"
28195,5.0,19,unknown
28196,5.0,16,unknown
28197,5.0,13,unknown
28198,5.0,14,unknown
28199,5.0,17,unknown
28200,4.0,11,unknown
28201,3.0,8,unknown
28202,6.0,18,"setting fires in nature and in landfills, burning grasses"
28203,4.0,19,others
28204,4.0,5,others
28205,4.0,7,arson
28206,6.0,19,cigarette butt
28207,6.0,18,unknown
28208,6.0,14,cigarette butt
28209,3.0,11,unknown
28210,6.0,15,unknown
28211,6.0,16,"setting fires in nature and in landfills, burning grasses"
28212,5.0,0,arson
28213,3.0,19,arson
28214,5.0,3,others
28215,6.0,13,cigarette butt
28216,6.0,20,unknown
28217,6.0,5,arson
28218,6.0,21,arson
28219,6.0,18,cigarette butt
28220,5.0,9,arson
28221,6.0,13,unknown
28222,6.0,15,"setting fires in nature and in landfills, burning grasses"
28223,5.0,14,arson
28224,4.0,8,"setting fires in nature and in landfills, burning grasses"
28225,5.0,11,cigarette butt
28226,5.0,7,match or lighter
28227,5.0,16,unknown
28228,6.0,16,unknown
28229,6.0,15,match or lighter
28230,6.0,20,unknown
28231,3.0,9,unknown
28232,5.0,12,unknown
28233,5.0,12,others
28234,5.0,16,others
28235,5.0,18,others
28236,6.0,13,unknown
28237,6.0,13,unknown
28238,6.0,16,unknown
28239,3.0,11,unknown
28240,3.0,11,others
28241,6.0,15,unknown
28242,6.0,15,unknown
28243,6.0,14,unknown
28244,6.0,21,unknown
28245,6.0,20,unknown
28246,6.0,20,unknown
28247,6.0,16,others
28248,6.0,17,unknown
28249,6.0,22,others
28250,6.0,13,unknown
28251,6.0,13,others
28252,5.0,20,others
28253,6.0,21,unknown
28254,5.0,7,unknown
28255,6.0,20,unknown
28256,3.0,12,lightning
28257,3.0,7,"setting fires in nature and in landfills, burning grasses"
28258,3.0,20,cigarette butt
28259,5.0,16,unknown
28260,6.0,19,unknown
28261,6.0,19,cigarette butt
28262,6.0,15,cigarette butt
28263,6.0,20,cigarette butt
28264,6.0,19,unknown
28265,6.0,15,unknown
28266,5.0,14,lightning
28267,5.0,9,others
28268,3.0,10,unknown
28269,6.0,13,unknown
28270,6.0,14,others
28271,6.0,14,others
28272,5.0,16,others
28273,6.0,14,others
28274,6.0,15,cigarette butt
28275,5.0,18,others
28276,6.0,13,"setting fires in nature and in landfills, burning grasses"
28277,6.0,12,others
28278,6.0,17,unknown
28279,5.0,15,cigarette butt
28280,3.0,8,lightning
28281,6.0,14,cigarette butt
28282,6.0,23,cigarette butt
28283,6.0,16,unknown
28284,6.0,15,unknown
28285,5.0,10,"setting fires in nature and in landfills, burning grasses"
28286,6.0,20,unknown
28287,6.0,16,others
28288,6.0,14,others
28289,4.0,6,match or lighter
28290,6.0,22,cigarette butt
28291,3.0,11,others
28292,6.0,12,cigarette butt
28293,6.0,18,"setting fires in nature and in landfills, burning grasses"
28294,5.0,16,unknown
28295,5.0,15,"setting fires in nature and in landfills, burning grasses"
28296,5.0,16,cigarette butt
28297,6.0,17,cigarette butt
28298,4.0,2,unknown
28299,6.0,13,others
28300,6.0,18,unknown
28301,3.0,10,"setting fires in nature and in landfills, burning grasses"
28302,6.0,16,cigarette butt
28303,5.0,14,others
28304,6.0,14,cigarette butt
28305,6.0,20,cigarette butt
28306,5.0,9,others
28307,5.0,22,cigarette butt
28308,5.0,14,others
28309,4.0,12,"setting fires in nature and in landfills, burning grasses"
28310,5.0,15,unknown
28311,4.0,15,unknown
28312,4.0,0,lightning
28313,3.0,9,"setting fires in nature and in landfills, burning grasses"
28314,4.0,11,"setting fires in nature and in landfills, burning grasses"
28315,3.0,18,others
28316,5.0,19,cigarette butt
28317,4.0,16,match or lighter
28318,3.0,12,unknown
28319,3.0,14,"setting fires in nature and in landfills, burning grasses"
28320,4.0,16,"setting fires in nature and in landfills, burning grasses"
28321,5.0,8,lightning
28322,3.0,16,lightning
28323,5.0,16,"setting fires in nature and in landfills, burning grasses"
28324,5.0,16,unknown
28325,3.0,8,unknown
28326,5.0,10,unknown
28327,5.0,20,unknown
28328,6.0,14,unknown
28329,4.0,13,unknown
28330,6.0,12,unknown
28331,4.0,17,lightning
28332,4.0,10,unknown
28333,6.0,13,unknown
28334,5.0,14,unknown
28335,5.0,12,unknown
28336,5.0,16,unknown
28337,4.0,18,unknown
28338,6.0,13,unknown
28339,4.0,10,unknown
28340,5.0,8,unknown
28341,4.0,15,unknown
28342,4.0,12,unknown
28343,5.0,10,lightning
28344,5.0,16,others
28345,4.0,23,unknown
28346,6.0,13,others
28347,3.0,9,cigarette butt
28348,5.0,16,others
28349,5.0,12,unknown
28350,4.0,10,others
28351,6.0,13,others
28352,6.0,12,cigarette butt
28353,6.0,16,others
28354,5.0,12,others
28355,6.0,12,others
28356,5.0,15,others
28357,4.0,14,unknown
28358,4.0,16,unknown
28359,3.0,10,unknown
28360,6.0,15,others
28361,6.0,0,unknown
28362,3.0,8,unknown
28363,4.0,11,others
28364,5.0,15,unknown
28365,6.0,15,others
28366,3.0,14,unknown
28367,5.0,18,unknown
28368,5.0,4,unknown
28369,4.0,10,unknown
28370,4.0,15,lightning
28371,4.0,0,unknown
28372,4.0,0,unknown
28373,3.0,19,unknown
28374,5.0,16,unknown
28375,5.0,23,unknown
28376,5.0,13,unknown
28377,3.0,12,unknown
28378,3.0,7,unknown
28379,5.0,17,unknown
